ID,ID_Recurso,ID_Base_Recurso,ID_FutBin,ID_FutWiz,Primeiro_Nome,Sobrenome,Nome,Nome_Comun,Altura,Peso,Genero,Data_Nascimento,Idade,ID_Liga,ID_Nacionalidade,ID_Clube,Raridade,Estilo_Jogo,Estilo_Jogo_Plus,Posição,Posição_Alternativa,Movimento_Habilidade,Pé_Ruim,Pé_Bom,Taxa_Trabalho_Ataque,Taxa_Trabalho_Defesa,Estatistica_Total,Estatistica_Total_EmJogo,Cor,Overall,Classificação_Média,Velocidade,Chute,Passe,Drible,Defesa,Fisico,Atributo_Ritmo,Atributo_Chute,Atributo_Passe,Atributo_Drible,Atributo_Defesa,Atributo_Fisico,Atributo_de_Goleiro
3081,0,0,0,0,Amar,Dedić,Amar Dedić,None,180.0,67,male,2002-08-18,21,80,8,191,1,None,None,RB,None,3,3.0,right,high,medium,418.0,1946.0,silver,73,69.0,83,58,67,71,66,73,0,0,0,0,0,0,0
3082,0,0,0,0,Gregoire,Defrel,Gregoire Defrel,None,179.0,79,male,1991-06-17,32,31,18,111974,1,None,None,CF,None,3,3.0,left,medium,low,377.0,1826.0,silver,73,62.0,78,73,66,76,33,51,0,0,0,0,0,0,0
3083,0,0,0,0,Romain,Del Castillo,Romain Del Castillo,None,172.0,65,male,1996-03-29,27,16,18,378,1,None,None,RW,None,3,3.0,left,medium,low,394.0,1939.0,silver,73,65.0,72,68,73,77,40,64,0,0,0,0,0,0,0
3084,0,0,0,0,Rafael,Delgado,Rafael Delgado,None,178.0,70,male,1990-01-13,34,353,52,110406,1,None,None,LWB,None,3,3.0,left,high,medium,432.0,2093.0,silver,73,72.0,78,64,69,70,70,81,0,0,0,0,0,0,0
3085,0,0,0,0,Stefano,Denswil,Stefano Denswil,None,188.0,82,male,1993-07-05,30,68,92,436,1,None,None,CB,None,3,3.0,left,medium,high,394.0,1905.0,silver,73,65.0,57,56,67,65,74,75,0,0,0,0,0,0,0
3086,0,0,0,0,Andrés,Desábato,Andrés Desábato,None,183.0,0,male,1990-03-30,33,353,52,113044,1,None,None,GK,None,1,2.0,right,medium,medium,377.0,683.0,silver,73,62.0,72,70,68,73,20,74,0,0,0,0,0,0,0
3087,0,0,0,0,Mikkel,Desler,Mikkel Desler,None,184.0,73,male,1995-02-19,28,16,13,1809,0,None,None,RB,None,2,3.0,right,high,medium,406.0,1914.0,silver,73,67.0,74,60,67,69,67,69,0,0,0,0,0,0,0
3088,0,0,0,0,Mariam,Diakité,Mariam Diakité,None,171.0,0,female,1995-11-04,28,2218,108,116036,1,None,None,CB,None,2,3.0,right,low,medium,354.0,1704.0,silver,73,59.0,60,51,51,51,75,66,0,0,0,0,0,0,0
3089,0,0,0,0,Marcelo,Díaz,Marcelo Díaz,None,166.0,67,male,1986-12-30,37,1014,55,101097,52,None,None,CDM,None,3,3.0,right,medium,high,397.0,2014.0,silver,73,66.0,52,64,76,74,66,65,0,0,0,0,0,0,0
3090,0,0,0,0,Lautaro,Díaz,Lautaro Díaz,None,181.0,73,male,1998-05-21,25,1003,52,112908,53,None,None,ST,None,2,3.0,right,high,medium,383.0,1811.0,silver,73,63.0,85,71,66,73,27,61,0,0,0,0,0,0,0
3091,0,0,0,0,María,Diaz Cirauqui,María Diaz Cirauqui,María Diaz,163.0,0,female,1995-05-05,28,2218,45,116039,0,None,None,RM,None,3,3.0,right,medium,medium,386.0,1834.0,silver,73,64.0,77,67,71,72,41,58,0,0,0,0,0,0,0
3092,0,0,0,0,Bamba,Dieng,Ahmadou Bamba Dieng,None,178.0,72,male,2000-03-23,23,16,136,217,1,None,None,ST,None,3,3.0,right,high,medium,382.0,1815.0,silver,73,63.0,81,75,60,71,33,62,0,0,0,0,0,0,0
3093,0,0,0,0,Javairô,Dilrosun,Javairô Dilrosun,None,175.0,74,male,1998-06-22,25,10,34,246,1,None,None,RW,None,4,2.0,left,medium,medium,389.0,1780.0,silver,73,64.0,84,63,66,78,43,55,0,0,0,0,0,0,0
3094,0,0,0,0,Moussa,Djenepo,Moussa Djenepo,None,177.0,65,male,1998-06-15,25,14,126,17,1,None,None,LW,None,3,3.0,right,high,medium,394.0,1865.0,silver,73,65.0,79,66,67,78,41,63,0,0,0,0,0,0,0
3095,0,0,0,0,Koffi,Djidji,Koffi Djidji,None,184.0,71,male,1992-11-30,31,31,108,54,1,None,None,CB,None,2,3.0,right,medium,high,352.0,1645.0,silver,73,58.0,63,32,53,60,74,70,0,0,0,0,0,0,0
3096,0,0,0,0,Lucas,Domingues Piazón,Lucas Domingues Piazón,Lucas Piazón,182.0,0,male,1994-01-20,30,308,54,1896,1,None,None,CF,None,3,4.0,right,medium,medium,382.0,1886.0,silver,73,63.0,68,75,73,74,34,58,0,0,0,0,0,0,0
3097,0,0,0,0,Alexander,Domínguez,Alexander Domínguez,None,195.0,0,male,1987-05-06,36,1014,57,110986,52,None,None,GK,None,1,3.0,right,medium,medium,393.0,67.0,silver,73,65.0,70,70,71,74,34,74,0,0,0,0,0,0,0
3098,0,0,0,0,Jean-Luc,Dompé,Jean-Luc Dompé,None,170.0,69,male,1995-12-08,28,20,18,28,1,None,None,LW,None,4,3.0,right,medium,low,387.0,1888.0,silver,73,64.0,78,70,71,78,38,52,0,0,0,0,0,0,0
3099,0,0,0,0,Agathe,Donnary,Agathe Donnary,None,161.0,0,female,2002-09-03,21,2218,18,62,0,None,None,CM,None,3,3.0,right,high,medium,413.0,1930.0,silver,73,68.0,75,58,70,72,66,72,0,0,0,0,0,0,0
3100,0,0,0,0,Lisa,Doorn,Lisa Doorn,None,183.0,0,female,2000-08-12,23,2215,34,10029,1,None,None,CB,None,2,3.0,left,medium,medium,376.0,1742.0,silver,73,62.0,60,56,52,62,73,73,0,0,0,0,0,0,0
3101,0,0,0,0,Petros Matheus,Petros,Petros,Petros,182.0,77,male,1989-05-29,34,350,54,112390,1,None,None,CM,None,3,3.0,right,medium,high,427.0,2039.0,silver,73,71.0,64,66,69,73,72,83,0,0,0,0,0,0,0
3102,0,0,0,0,Fernando,Fernando,Fernando,Fernando,176.0,75,male,1999-01-03,25,80,54,191,1,None,None,ST,None,4,3.0,right,medium,medium,407.0,1900.0,silver,73,67.0,88,74,66,78,37,64,0,0,0,0,0,0,0
3103,0,0,0,0,David,Doudera,David Doudera,None,175.0,66,male,1998-05-31,25,319,12,266,1,None,None,RM,None,3,2.0,right,high,high,416.0,1918.0,silver,73,69.0,89,63,64,70,65,65,0,0,0,0,0,0,0
3104,0,0,0,0,Patrick,Drewes,Patrick Drewes,None,194.0,90,male,1993-04-02,30,20,21,1832,1,None,None,GK,None,1,2.0,right,medium,medium,388.0,855.0,silver,73,64.0,74,71,67,75,30,71,0,0,0,0,0,0,0
3105,0,0,0,0,Joël,Drommel,Joël Drommel,None,193.0,90,male,1996-11-16,27,10,34,247,1,None,None,GK,None,1,3.0,right,medium,medium,419.0,1025.0,silver,73,69.0,74,72,76,75,51,71,0,0,0,0,0,0,0
3106,0,0,0,0,Shane,Duffy,Shane Duffy,None,193.0,76,male,1992-01-01,32,14,25,1792,1,None,None,CB,None,2,3.0,right,low,high,326.0,1573.0,silver,73,54.0,34,47,50,48,74,73,0,0,0,0,0,0,0
3107,0,0,0,0,Paul,Dummett,Paul Dummett,None,183.0,82,male,1991-09-26,32,13,50,13,1,None,None,CB,None,2,2.0,left,medium,medium,365.0,1757.0,silver,73,60.0,54,40,63,66,75,67,0,0,0,0,0,0,0
3108,0,0,0,0,Filip,Đuričić,Filip Đuričić,None,181.0,69,male,1992-01-30,32,63,51,1884,1,None,None,CAM,None,4,4.0,right,high,low,388.0,1877.0,silver,73,64.0,69,69,73,76,42,59,0,0,0,0,0,0,0
3109,0,0,0,0,Serdar,Dursun,Serdar Dursun,None,190.0,80,male,1991-10-19,32,68,48,111117,1,None,None,ST,None,3,3.0,right,medium,medium,375.0,1826.0,silver,73,62.0,56,74,61,69,40,75,0,0,0,0,0,0,0
3110,0,0,0,0,Carel,Eiting,Carel Eiting,None,178.0,72,male,1998-11-02,25,10,34,645,1,None,None,CM,None,3,4.0,left,high,high,384.0,1860.0,silver,73,64.0,57,58,79,70,58,62,0,0,0,0,0,0,0
3111,0,0,0,0,Hjalmar,Ekdal,Hjalmar Ekdal,None,188.0,76,male,1998-10-21,25,13,46,1796,1,None,None,CB,None,2,2.0,right,high,medium,360.0,1649.0,silver,73,60.0,64,33,52,63,73,75,0,0,0,0,0,0,0
3112,0,0,0,0,Albin,Ekdal,Albin Ekdal,None,186.0,82,male,1989-07-28,34,32,46,113974,0,None,None,CDM,None,3,3.0,right,medium,medium,385.0,1932.0,silver,73,64.0,37,65,74,70,68,71,0,0,0,0,0,0,0
3113,0,0,0,0,Emina,Ekic,Emina Ekic,None,163.0,0,female,1999-06-06,24,2221,95,116308,1,None,None,CAM,None,3,3.0,left,medium,medium,395.0,1873.0,silver,73,65.0,76,68,72,72,46,61,0,0,0,0,0,0,0
3114,0,0,0,0,Jurgen,Ekkelenkamp,Jurgen Ekkelenkamp,None,188.0,83,male,2000-05-04,23,4,34,230,1,None,None,CAM,None,3,4.0,right,medium,medium,402.0,1962.0,silver,73,67.0,52,69,72,73,62,74,0,0,0,0,0,0,0
3115,0,0,0,0,Nesryne,El Chad,Nesryne El Chad,None,167.0,0,female,2003-03-13,20,2218,129,65,1,None,None,CB,None,2,2.0,right,medium,medium,374.0,1750.0,silver,73,62.0,69,41,57,63,74,70,0,0,0,0,0,0,0
3116,0,0,0,0,Omar,Elabdellaoui,Omar Elabdellaoui,None,179.0,0,male,1991-05-12,32,41,36,918,0,None,None,RB,None,3,3.0,right,high,medium,407.0,1959.0,silver,73,67.0,76,54,67,72,68,70,0,0,0,0,0,0,0
3117,0,0,0,0,Anthony,Elanga,Anthony Elanga,None,178.0,75,male,2002-04-27,21,13,46,14,1,None,None,RW,None,3,3.0,right,high,high,386.0,1829.0,silver,73,64.0,87,66,64,73,38,58,0,0,0,0,0,0,0
3118,0,0,0,0,Ane,Elexpuru Añorga,Ane Elexpuru Añorga,Ane Elexpuru,160.0,0,female,2003-02-05,21,2222,45,448,1,None,None,RM,None,4,2.0,right,high,medium,401.0,1895.0,silver,73,66.0,83,68,70,76,47,57,0,0,0,0,0,0,0
3119,0,0,0,0,Meschack,Elia,Meschack Elia,None,173.0,67,male,1997-06-08,26,189,110,900,1,None,None,ST,None,3,4.0,right,high,medium,403.0,1871.0,silver,73,67.0,93,71,67,77,26,69,0,0,0,0,0,0,0
3120,0,0,0,0,Niclas,Eliasson,Niclas Eliasson,None,178.0,0,male,1995-07-12,28,63,46,278,1,None,None,RM,None,4,4.0,left,medium,medium,400.0,1868.0,silver,73,66.0,88,61,69,76,41,65,0,0,0,0,0,0,0
3121,0,0,0,0,Jack,Elliott,Jack Elliott,None,198.0,83,male,1995-08-24,28,39,14,112134,1,None,None,CB,None,2,3.0,right,low,high,327.0,1503.0,silver,73,54.0,49,24,49,51,74,80,0,0,0,0,0,0,0
3122,0,0,0,0,Mohamed,Elyounoussi,Mohamed Elyounoussi,None,178.0,70,male,1994-04-08,29,1,36,819,1,None,None,LW,None,4,4.0,right,high,high,410.0,1962.0,silver,73,68.0,71,70,69,76,55,69,0,0,0,0,0,0,0
3123,0,0,0,0,Vivien,Endemann,Vivien Endemann,None,171.0,0,female,2001-07-08,22,2215,21,175,1,None,None,RW,None,3,4.0,right,high,medium,387.0,1869.0,silver,73,64.0,73,71,68,72,43,60,0,0,0,0,0,0,0
3124,0,0,0,0,Björn,Engels,Björn Engels,None,195.0,90,male,1994-09-15,29,4,7,230,1,None,None,CB,None,2,3.0,right,medium,medium,353.0,1631.0,silver,73,58.0,51,44,60,52,74,72,0,0,0,0,0,0,0
3125,0,0,0,0,Romane,Enguehard,Romane Enguehard,None,163.0,0,female,1999-05-07,24,2218,18,1738,1,None,None,LB,None,3,3.0,right,medium,high,412.0,1949.0,silver,73,68.0,67,66,71,75,70,63,0,0,0,0,0,0,0
3126,0,0,0,0,Thelma,Eninger,Thelma Eninger,None,158.0,0,female,2001-12-23,22,2218,18,379,1,None,None,RW,None,3,3.0,right,medium,medium,389.0,1908.0,silver,73,64.0,68,70,73,77,53,48,0,0,0,0,0,0,0
3127,0,0,0,0,Bernardo,Espinosa,Bernardo Espinosa,None,192.0,85,male,1989-11-07,34,53,56,110062,1,None,None,CB,None,2,3.0,right,medium,high,337.0,1639.0,silver,73,56.0,36,44,59,50,73,75,0,0,0,0,0,0,0
3128,0,0,0,0,Håkon,Evjen,Håkon Evjen,None,178.0,68,male,2000-02-14,23,1,36,269,1,None,None,RW,None,4,2.0,left,high,medium,410.0,1910.0,silver,73,68.0,86,62,67,76,56,63,0,0,0,0,0,0,0
3129,0,0,0,0,Abdessamad,Ezzalzouli,Abdessamad Ezzalzouli,None,177.0,0,male,2001-12-17,22,53,129,241,1,None,None,LW,None,4,3.0,right,high,low,368.0,1685.0,silver,73,61.0,81,70,64,79,27,47,0,0,0,0,0,0,0
3130,0,0,0,0,Niamh,Fahey,Niamh Fahey,None,170.0,0,female,1987-10-13,36,2216,25,9,1,None,None,CB,None,2,3.0,right,medium,medium,358.0,1745.0,silver,73,59.0,55,40,63,62,78,60,0,0,0,0,0,0,0
3131,0,0,0,0,Marouane,Fellaini,Marouane Fellaini,None,194.0,85,male,1987-11-22,36,2012,7,111724,1,None,None,CM,None,3,4.0,right,medium,medium,400.0,1994.0,silver,73,66.0,34,71,69,68,72,86,0,0,0,0,0,0,0
3132,0,0,0,0,Evan,Ferguson,Evan Ferguson,None,188.0,74,male,2004-10-19,19,13,25,1808,0,None,None,ST,None,3,3.0,right,medium,medium,363.0,1694.0,silver,73,60.0,72,72,58,70,21,70,0,0,0,0,0,0,0
3133,0,0,0,0,Edimilson,Fernandes,Edimilson Fernandes,None,187.0,77,male,1996-04-15,27,19,47,169,1,None,None,CB,None,2,4.0,right,medium,medium,425.0,2004.0,silver,73,70.0,71,65,71,73,76,69,0,0,0,0,0,0,0
3134,0,0,0,0,Ezequiel,Fernández,Ezequiel Fernández,None,178.0,0,male,2002-07-25,21,1003,52,1877,53,None,None,CDM,None,2,5.0,left,medium,high,400.0,1877.0,silver,73,66.0,68,47,66,72,69,78,0,0,0,0,0,0,0
3135,0,0,0,0,Valery,Valery,Valery,Valery,182.0,75,male,1999-11-23,24,53,45,110062,1,None,None,RM,None,3,3.0,right,high,medium,423.0,1945.0,silver,73,70.0,87,63,66,74,66,67,0,0,0,0,0,0,0
3136,0,0,0,0,Carlos,Fernández Luna,Carlos Fernández Luna,Carlos Fernández,186.0,71,male,1996-05-22,27,53,45,457,1,None,None,ST,None,3,4.0,left,medium,medium,373.0,1767.0,silver,73,62.0,67,75,64,73,27,67,0,0,0,0,0,0,0
3137,0,0,0,0,Jana,Fernández Velasco,Jana Fernández Velasco,Jana,162.0,0,female,2002-02-18,21,2222,45,241,1,None,None,CB,None,2,3.0,right,medium,medium,384.0,1796.0,silver,73,64.0,68,49,63,62,75,67,0,0,0,0,0,0,0
3138,0,0,0,0,Frederico,Venâncio,Frederico Venâncio,Frederico Venâncio,186.0,82,male,1993-04-02,30,54,38,467,0,None,None,CB,None,2,3.0,right,medium,medium,337.0,1576.0,silver,73,56.0,57,33,50,56,72,69,0,0,0,0,0,0,0
3139,0,0,0,0,Miguel Ângelo,Ferreira Magalhães,Miguel Ângelo Ferreira Magalhães,Miguel Maga,175.0,68,male,2002-11-16,21,308,38,1887,0,None,None,RWB,None,3,3.0,right,medium,medium,384.0,1803.0,silver,73,64.0,78,53,63,66,70,54,0,0,0,0,0,0,0
3140,0,0,0,0,Megan,Finnigan,Megan Finnigan,None,174.0,59,female,1998-04-02,25,2216,14,7,1,None,None,CB,None,2,3.0,right,medium,medium,374.0,1800.0,silver,73,62.0,60,43,63,62,74,72,0,0,0,0,0,0,0
3141,0,0,0,0,Shameeka,Fishley,Shameeka Fishley,None,175.0,0,female,1993-09-19,30,2218,14,59,1,None,None,ST,None,3,3.0,right,medium,medium,386.0,1818.0,silver,73,64.0,75,73,64,68,39,67,0,0,0,0,0,0,0
3142,0,0,0,0,Philipp,Förster,Philipp Förster,None,188.0,82,male,1995-04-02,28,19,21,160,1,None,None,CAM,None,3,3.0,left,medium,medium,423.0,1978.0,silver,73,70.0,69,70,72,71,62,79,0,0,0,0,0,0,0
3143,0,0,0,0,Alejandro,Francés,Francés,Francés,180.0,70,male,2002-01-08,22,54,45,244,1,None,None,CB,None,2,4.0,right,medium,high,385.0,1805.0,silver,73,64.0,75,35,64,62,74,75,0,0,0,0,0,0,0
3144,0,0,0,0,Ryan,Fraser,Ryan Fraser,None,163.0,70,male,1994-02-24,29,14,42,17,0,None,None,RW,None,3,4.0,right,medium,medium,395.0,1910.0,silver,73,65.0,78,67,70,76,48,56,0,0,0,0,0,0,0
3145,0,0,0,0,Ryan,Fredericks,Ryan Fredericks,None,181.0,74,male,1992-10-10,31,13,14,1943,1,None,None,RB,None,3,3.0,right,high,medium,408.0,1896.0,silver,73,68.0,90,49,64,70,68,67,0,0,0,0,0,0,0
3146,0,0,0,0,Dael,Fry,Dael Fry,None,191.0,72,male,1997-08-30,26,14,14,12,1,None,None,CB,None,2,3.0,right,medium,medium,355.0,1617.0,silver,73,59.0,65,29,56,59,74,72,0,0,0,0,0,0,0
3147,0,0,0,0,Chris,Führich,Chris Führich,None,181.0,70,male,1998-09-01,25,19,21,36,1,None,None,CAM,None,4,4.0,right,medium,medium,408.0,1918.0,silver,73,68.0,82,67,69,78,53,59,0,0,0,0,0,0,0
3148,0,0,0,0,Francisco,Fydriszewski,Francisco Fydriszewski,None,186.0,0,male,1993-04-13,30,1003,52,110981,53,None,None,ST,None,3,4.0,right,high,medium,356.0,1696.0,silver,73,59.0,59,73,53,68,32,71,0,0,0,0,0,0,0
3149,0,0,0,0,Matteo,Gabbia,Matteo Gabbia,None,185.0,78,male,1999-10-21,24,53,27,483,1,None,None,CB,None,2,3.0,right,low,high,340.0,1606.0,silver,73,56.0,53,34,48,56,75,74,0,0,0,0,0,0,0
3150,0,0,0,0,Fernando,Gaibor,Fernando Gaibor,None,178.0,80,male,1991-08-10,32,1003,57,110981,53,None,None,CM,None,3,3.0,right,high,high,421.0,2011.0,silver,73,70.0,67,68,74,73,67,72,0,0,0,0,0,0,0
3151,0,0,0,0,Enrique,Gallego Puigsech,Enrique Gallego Puigsech,Enric Gallego,190.0,79,male,1986-12-09,37,54,45,260,1,None,None,ST,None,3,3.0,left,medium,low,350.0,1691.0,silver,73,58.0,53,73,58,69,25,72,0,0,0,0,0,0,0
3152,0,0,0,0,Pedro,Gallese,Pedro Gallese,None,188.0,79,male,1990-02-23,33,39,59,112606,1,None,None,GK,None,1,3.0,right,medium,medium,401.0,941.0,silver,73,66.0,73,72,64,75,47,70,0,0,0,0,0,0,0
3153,0,0,0,0,Gauthier,Gallon,Gauthier Gallon,None,186.0,79,male,1993-04-23,30,16,18,74,1,None,None,GK,None,1,2.0,right,medium,medium,405.0,877.0,silver,73,67.0,74,71,72,75,40,73,0,0,0,0,0,0,0
3154,0,0,0,0,Ignatius,Ganago,Ignatius Ganago,None,176.0,0,male,1999-02-16,24,16,103,71,1,None,None,ST,None,3,3.0,right,high,medium,391.0,1826.0,silver,73,65.0,81,73,61,74,34,68,0,0,0,0,0,0,0
3155,0,0,0,0,Facundo,Garcés,Facundo Garcés,None,188.0,82,male,1999-05-09,24,353,52,110406,1,None,None,CB,None,2,4.0,right,medium,medium,355.0,1659.0,silver,73,59.0,57,37,54,56,74,77,0,0,0,0,0,0,0
3156,0,0,0,0,Javier,García,Javier García,None,182.0,78,male,1987-01-29,37,1003,52,1877,53,None,None,GK,None,1,2.0,right,medium,medium,401.0,32.0,silver,73,66.0,75,68,75,74,37,72,0,0,0,0,0,0,0
3157,0,0,0,0,Débora,García Mateo,Débora García Mateo,Débora,163.0,0,female,1989-10-17,34,2222,45,481,1,None,None,RB,None,3,3.0,right,high,medium,403.0,1927.0,silver,73,67.0,73,57,71,70,70,62,0,0,0,0,0,0,0
3158,0,0,0,0,Violeta,García Quiles,Violeta García Quiles,Violeta Quiles,165.0,0,female,1999-10-12,24,2222,45,449,1,None,None,LM,None,3,3.0,left,high,high,417.0,1937.0,silver,73,69.0,82,66,67,77,61,64,0,0,0,0,0,0,0
3159,0,0,0,0,Christy,Gavory,Christy Gavory,None,156.0,0,female,1998-05-05,25,2218,18,1738,1,None,None,CM,None,3,3.0,right,high,high,406.0,1974.0,silver,73,67.0,70,68,72,78,62,56,0,0,0,0,0,0,0
3160,0,0,0,0,Mille,Gejl,Mille Gejl,None,171.0,0,female,1999-09-23,24,2221,13,116303,0,None,None,LM,None,3,3.0,right,high,medium,393.0,1882.0,silver,73,65.0,68,70,69,74,45,67,0,0,0,0,0,0,0
3161,0,0,0,0,Ali,Gholizadeh,Ali Gholizadeh,None,176.0,69,male,1996-10-03,27,66,161,873,1,None,None,RM,None,4,3.0,left,medium,medium,404.0,1894.0,silver,73,67.0,76,68,68,76,48,68,0,0,0,0,0,0,0
3162,0,0,0,0,Jakob,Glesnes,Jakob Glesnes,None,188.0,84,male,1994-03-25,29,39,36,112134,1,None,None,CB,None,2,3.0,right,medium,high,380.0,1798.0,silver,73,63.0,52,55,56,60,73,84,0,0,0,0,0,0,0
3163,0,0,0,0,Saviour,Godwin,Saviour Godwin,None,170.0,0,male,1996-08-22,27,308,133,114510,1,None,None,LW,None,4,4.0,right,high,medium,401.0,1838.0,silver,73,66.0,92,69,59,77,40,64,0,0,0,0,0,0,0
3164,0,0,0,0,Makamae,Gomera-Stevens,Makamae Gomera-Stevens,None,163.0,0,female,1999-03-17,24,2221,95,116306,1,None,None,RW,None,3,3.0,right,medium,medium,389.0,1812.0,silver,73,64.0,78,66,73,70,36,66,0,0,0,0,0,0,0
3165,0,0,0,0,Jonathan,Gómez,Jonathan Gómez,None,171.0,71,male,1989-12-21,34,1003,52,101085,53,None,None,CM,None,3,3.0,right,high,low,414.0,1994.0,silver,73,69.0,72,67,73,76,63,63,0,0,0,0,0,0,0
3166,0,0,0,0,Elias,Gómez,Elias Gómez,None,175.0,79,male,1994-09-06,29,353,52,101088,1,None,None,LB,None,3,3.0,left,high,medium,428.0,2036.0,silver,73,71.0,79,62,69,73,67,78,0,0,0,0,0,0,0
3167,0,0,0,0,Fábio,Gonçalves Abreu,Fábio Gonçalves Abreu,Fábio Abreu,182.0,0,male,1993-01-29,31,2012,98,111768,1,None,None,ST,None,3,3.0,right,high,medium,375.0,1776.0,silver,73,62.0,76,73,55,69,26,76,0,0,0,0,0,0,0
3168,0,0,0,0,José Carlos,Zeca,Zeca,Zeca,182.0,67,male,1988-08-31,35,63,22,1884,1,None,None,CDM,None,3,3.0,right,medium,high,404.0,1943.0,silver,73,67.0,71,58,68,68,72,67,0,0,0,0,0,0,0
3169,0,0,0,0,Francisco,González Metilli,Francisco González Metilli,None,178.0,0,male,1997-03-29,26,1003,52,111019,53,None,None,CAM,None,3,2.0,left,high,medium,396.0,1891.0,silver,73,66.0,73,70,70,74,41,68,0,0,0,0,0,0,0
3170,0,0,0,0,Lucas,Gourna,Lucas Gourna,None,185.0,78,male,2003-05-08,20,80,18,191,1,None,None,CDM,None,2,3.0,right,medium,high,410.0,1895.0,silver,73,68.0,76,52,65,71,70,76,0,0,0,0,0,0,0
3171,0,0,0,0,Alex,Grant,Alex Grant,None,191.0,88,male,1994-01-23,30,83,195,1474,1,None,None,CB,None,2,3.0,left,medium,high,364.0,1697.0,silver,73,60.0,53,44,55,57,72,83,0,0,0,0,0,0,0
3172,0,0,0,0,Chasity,Grant,Chasity Grant,None,167.0,0,female,2001-04-19,22,2229,34,245,0,None,None,LW,None,3,3.0,right,high,medium,383.0,1777.0,silver,73,63.0,70,66,69,72,37,69,0,0,0,0,0,0,0
3173,0,0,0,0,Malgorzata,Grec,Malgorzata Grec,None,182.0,0,female,1999-11-09,24,2218,37,116039,1,None,None,CB,None,2,3.0,right,low,medium,351.0,1584.0,silver,73,58.0,59,38,46,54,72,82,0,0,0,0,0,0,0
3174,0,0,0,0,Julian,Gressel,Julian Gressel,None,185.0,84,male,1993-12-16,30,39,95,687,1,None,None,RM,None,3,4.0,right,medium,high,418.0,2007.0,silver,73,69.0,70,64,73,70,63,78,0,0,0,0,0,0,0
3175,0,0,0,0,Matt,Grimes,Matt Grimes,None,179.0,70,male,1995-07-15,28,14,14,1960,1,None,None,CM,None,3,5.0,left,medium,high,401.0,1927.0,silver,73,66.0,62,58,75,72,66,68,0,0,0,0,0,0,0
3176,0,0,0,0,Kamil,Grosicki,Kamil Grosicki,None,180.0,78,male,1988-08-06,35,66,37,110746,0,None,None,LM,None,3,3.0,right,high,medium,392.0,1874.0,silver,73,65.0,85,68,69,73,37,60,0,0,0,0,0,0,0
3177,0,0,0,0,Carlos,Gruezo,Carlos Gruezo,None,173.0,71,male,1995-04-19,28,39,57,111928,0,None,None,CDM,None,2,3.0,right,low,high,376.0,1808.0,silver,73,62.0,58,46,61,67,70,74,0,0,0,0,0,0,0
3178,0,0,0,0,Gabriel,Gudmundsson,Gabriel Gudmundsson,None,180.0,72,male,1999-04-29,24,16,46,65,1,None,None,LB,None,3,3.0,left,high,low,424.0,1950.0,silver,73,70.0,85,64,67,71,67,70,0,0,0,0,0,0,0
3179,0,0,0,0,Jóhann Berg,Guðmundsson,Guðmundsson,Guðmundsson,179.0,77,male,1990-10-27,33,13,24,1796,1,None,None,CAM,None,4,4.0,left,medium,high,412.0,2021.0,silver,73,68.0,65,71,75,73,61,67,0,0,0,0,0,0,0
3180,0,0,0,0,Paolo,Guerrero,Paolo Guerrero,None,184.0,0,male,1984-01-01,40,1014,59,110986,52,None,None,ST,None,4,4.0,right,medium,low,367.0,1820.0,silver,73,61.0,53,75,68,70,37,64,0,0,0,0,0,0,0
3181,0,0,0,0,Manuel,Gulde,Manuel Gulde,None,184.0,80,male,1991-12-02,32,19,21,25,1,None,None,CB,None,2,2.0,right,medium,medium,359.0,1699.0,silver,73,59.0,64,40,51,58,75,71,0,0,0,0,0,0,0
3182,0,0,0,0,Gerard,Gumbau Garriga,Gerard Gumbau Garriga,Gumbau,187.0,77,male,1994-12-18,29,53,45,110832,1,None,None,CM,None,3,3.0,left,medium,medium,403.0,1937.0,silver,73,67.0,53,67,75,68,72,68,0,0,0,0,0,0,0
3183,0,0,0,0,Samuel,Gustafson,Samuel Gustafson,None,186.0,80,male,1995-11-01,28,56,46,711,1,None,None,CDM,None,3,3.0,right,medium,low,405.0,1930.0,silver,73,67.0,61,58,75,72,67,72,0,0,0,0,0,0,0
3184,0,0,0,0,Marion,Haelewyn,Marion Haelewyn,None,172.0,0,female,2004-10-30,19,2218,18,59,1,None,None,CB,None,2,2.0,right,medium,medium,357.0,1655.0,silver,73,59.0,62,39,55,54,74,73,0,0,0,0,0,0,0
3185,0,0,0,0,Ianis,Hagi,Ianis Hagi,None,182.0,72,male,1998-10-22,25,53,39,463,1,None,None,CAM,None,4,5.0,right,medium,medium,379.0,1862.0,silver,73,63.0,62,72,74,74,36,61,0,0,0,0,0,0,0
3186,0,0,0,0,Haris,Hajradinović,Haris Hajradinović,None,178.0,74,male,1994-02-18,29,68,8,111339,1,None,None,CM,None,3,3.0,left,medium,medium,415.0,2003.0,silver,73,69.0,75,67,76,75,54,68,0,0,0,0,0,0,0
3187,0,0,0,0,Sead,Hakšabanović,Sead Hakšabanović,None,173.0,0,male,1999-04-05,24,50,15,78,1,None,None,LW,None,4,4.0,right,high,low,379.0,1806.0,silver,73,63.0,78,67,69,78,29,58,0,0,0,0,0,0,0
